"input URL","redirect chain","final URL","final status","in_sitemap","canonical","meta robots","title","H1","verdict"
"https://atelierdeconsultanta.ro/ghiduri","https://atelierdeconsultanta.ro/ghiduri [200]","https://atelierdeconsultanta.ro/ghiduri","200","yes","https://atelierdeconsultanta.ro/ghiduri","index, follow; index, follow","Ghiduri fonduri europene | bibliotecă FABER","Ghiduri și resurse pentru fonduri europene","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/fonduri-nerambursabile","https://atelierdeconsultanta.ro/fonduri-nerambursabile [200]","https://atelierdeconsultanta.ro/fonduri-nerambursabile","200","yes","https://atelierdeconsultanta.ro/fonduri-nerambursabile","index, follow; index, follow","Fonduri nerambursabile | grant, cofinanțare","Fonduri nerambursabile: grant, cofinanțare și obligații","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/blog?post=blog-1","https://atelierdeconsultanta.ro/blog?post=blog-1 [200]","https://atelierdeconsultanta.ro/blog?post=blog-1","200","no","https://atelierdeconsultanta.ro/blog","index, follow","Blog fonduri europene | FABER","Blog despre fonduri europene, finanțări nerambursabile și programe pentru beneficiari reali","PASS_ALTERNATE_CANONICAL"
"http://atelierdeconsultanta.ro/","http://atelierdeconsultanta.ro/ -> https://atelierdeconsultanta.ro/ [301] | https://atelierdeconsultanta.ro/ [200]","https://atelierdeconsultanta.ro/","200","yes","https://atelierdeconsultanta.ro/","index, follow","FABER | Consultanță fonduri europene","Consultanță fonduri europene cu eligibilitate verificată","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/intrebari/ce-documente-sunt-necesare-pentru-afir/","https://atelierdeconsultanta.ro/intrebari/ce-documente-sunt-necesare-pentru-afir/ -> https://atelierdeconsultanta.ro/afir [301] | https://atelierdeconsultanta.ro/afir [200]","https://atelierdeconsultanta.ro/afir","200","yes","https://atelierdeconsultanta.ro/afir","index, follow; index, follow","AFIR | DR12, DR14, GAL și autoconsum","AFIR: programe pentru fermieri și beneficiari rurali","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/intrebari/cum-se-calculeaza-cofinantarea-la-fonduri-europene/","https://atelierdeconsultanta.ro/intrebari/cum-se-calculeaza-cofinantarea-la-fonduri-europene/ -> https://atelierdeconsultanta.ro/cum-se-calculeaza-cofinantarea-fonduri-europene [301] | https://atelierdeconsultanta.ro/cum-se-calculeaza-cofinantarea-fonduri-europene [200]","https://atelierdeconsultanta.ro/cum-se-calculeaza-cofinantarea-fonduri-europene","200","yes","https://atelierdeconsultanta.ro/cum-se-calculeaza-cofinantarea-fonduri-europene","index, follow","Cum se calculează cofinanțarea","Cum se calculează cofinanțarea la fonduri europene","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice/","https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice/ -> https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice [301] | https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice [200]","https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice","200","yes","https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice","index, follow","Fonduri europene pentru CAEN 4321 - instalații electrice","Fonduri europene pentru CAEN 4321 - instalații electrice","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/intrebari/ce-cheltuieli-sunt-eligibile-la-digitalizare-imm/","https://atelierdeconsultanta.ro/intrebari/ce-cheltuieli-sunt-eligibile-la-digitalizare-imm/ -> https://atelierdeconsultanta.ro/pnrr-digitalizare-imm-cheltuieli-eligibile [301] | https://atelierdeconsultanta.ro/pnrr-digitalizare-imm-cheltuieli-eligibile [200]","https://atelierdeconsultanta.ro/pnrr-digitalizare-imm-cheltuieli-eligibile","200","yes","https://atelierdeconsultanta.ro/pnrr-digitalizare-imm-cheltuieli-eligibile","index, follow","PNRR Digitalizare IMM: cheltuieli eligibile","PNRR Digitalizare IMM: cheltuieli eligibile","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante/","https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante/ -> https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante [301] | https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante [200]","https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante","200","yes","https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante","index, follow","Fonduri europene pentru CAEN 5610 - restaurante și servicii alimentare","Fonduri europene pentru CAEN 5610 - restaurante și servicii alimentare","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software/","https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software/ -> https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software [301] | https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software [200]","https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software","200","yes","https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software","index, follow","Fonduri europene pentru CAEN 6201 - dezvoltare software","Fonduri europene pentru CAEN 6201 - dezvoltare software","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale/","https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale/ -> https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale [301] | https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale [200]","https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale","200","yes","https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale","index, follow","Fonduri europene pentru CAEN 0111 - culturi de cereale","Fonduri europene pentru CAEN 0111 - culturi de cereale","PASS_REDIRECT_TO_CANONICAL"
