"input URL","redirect chain","final URL","final status","in_sitemap","canonical","meta robots","title","H1","verdict"
"https://atelierdeconsultanta.ro/ghiduri","https://atelierdeconsultanta.ro/ghiduri [200]","https://atelierdeconsultanta.ro/ghiduri","200","yes","https://atelierdeconsultanta.ro/ghiduri","index, follow; index, follow","Ghiduri fonduri europene - documente, checklisturi și resurse","Ghiduri pentru fonduri europene","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/fonduri-nerambursabile","https://atelierdeconsultanta.ro/fonduri-nerambursabile [200]","https://atelierdeconsultanta.ro/fonduri-nerambursabile","200","yes","https://atelierdeconsultanta.ro/fonduri-nerambursabile","index, follow; index, follow","Fonduri nerambursabile - programe, cofinanțare și pasi","Fonduri nerambursabile","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/blog?post=blog-1","https://atelierdeconsultanta.ro/blog?post=blog-1 [200]","https://atelierdeconsultanta.ro/blog?post=blog-1","200","no","https://atelierdeconsultanta.ro/blog","index, follow","","Blog despre fonduri europene, finanțări nerambursabile și programe pentru antreprenori","PASS_ALTERNATE_CANONICAL"
"http://atelierdeconsultanta.ro/","http://atelierdeconsultanta.ro/ -> https://atelierdeconsultanta.ro/ [301] | https://atelierdeconsultanta.ro/ [200]","https://atelierdeconsultanta.ro/","200","yes","https://atelierdeconsultanta.ro/","index, follow","FABER | Consultanță fonduri europene și finanțări nerambursabile","Consultanță Fonduri Europene și Finanțări Nerambursabile","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/intrebari/ce-documente-sunt-necesare-pentru-afir/","https://atelierdeconsultanta.ro/intrebari/ce-documente-sunt-necesare-pentru-afir/ -> https://atelierdeconsultanta.ro/afir [301] | https://atelierdeconsultanta.ro/afir [200]","https://atelierdeconsultanta.ro/afir","200","yes","https://atelierdeconsultanta.ro/afir","index, follow; index, follow","AFIR - fonduri pentru fermieri, DR12, DR14 și energie","AFIR: fonduri pentru fermieri și proiecte agricole","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/intrebari/cum-se-calculeaza-cofinantarea-la-fonduri-europene/","https://atelierdeconsultanta.ro/intrebari/cum-se-calculeaza-cofinantarea-la-fonduri-europene/ -> https://atelierdeconsultanta.ro/intrebari/cum-se-calculeaza-cofinantarea-la-fonduri-europene [301] | https://atelierdeconsultanta.ro/intrebari/cum-se-calculeaza-cofinantarea-la-fonduri-europene [200]","https://atelierdeconsultanta.ro/intrebari/cum-se-calculeaza-cofinantarea-la-fonduri-europene","200","no","https://atelierdeconsultanta.ro/intrebari/cum-se-calculeaza-cofinantarea-la-fonduri-europene","index, follow","Cum se calculeaza cofinanțarea la fonduri europene?","Cum se calculeaza cofinanțarea la fonduri europene?","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice/","https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice/ -> https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice [301] | https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice [200]","https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice","200","no","https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice","index, follow","Fonduri europene pentru CAEN 4321 - instalații electrice","Fonduri europene pentru CAEN 4321 - instalații electrice","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/intrebari/ce-cheltuieli-sunt-eligibile-la-digitalizare-imm/","https://atelierdeconsultanta.ro/intrebari/ce-cheltuieli-sunt-eligibile-la-digitalizare-imm/ -> https://atelierdeconsultanta.ro/intrebari/ce-cheltuieli-sunt-eligibile-la-digitalizare-imm [301] | https://atelierdeconsultanta.ro/intrebari/ce-cheltuieli-sunt-eligibile-la-digitalizare-imm [200]","https://atelierdeconsultanta.ro/intrebari/ce-cheltuieli-sunt-eligibile-la-digitalizare-imm","200","no","https://atelierdeconsultanta.ro/intrebari/ce-cheltuieli-sunt-eligibile-la-digitalizare-imm","index, follow","Ce cheltuieli sunt eligibile la Digitalizare IMM?","Ce cheltuieli sunt eligibile la Digitalizare IMM?","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante/","https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante/ -> https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante [301] | https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante [200]","https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante","200","no","https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante","index, follow","Fonduri europene pentru CAEN 5610 - restaurante și servicii alimentare","Fonduri europene pentru CAEN 5610 - restaurante și servicii alimentare","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software/","https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software/ -> https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software [301] | https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software [200]","https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software","200","no","https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software","index, follow","Fonduri europene pentru CAEN 6201 - dezvoltare software","Fonduri europene pentru CAEN 6201 - dezvoltare software","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale/","https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale/ -> https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale [301] | https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale [200]","https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale","200","no","https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale","index, follow","Fonduri europene pentru CAEN 0111 - culturi de cereale","Fonduri europene pentru CAEN 0111 - culturi de cereale","PASS_REDIRECT_TO_CANONICAL"
