"URL raportat de GSC","statut local","statut live","lant de redirect","URL final","canonical declarat","meta robots","X-Robots-Tag","prezent in sitemap","numar linkuri interne catre URL","intentie","actiunea aplicata","rezultatul final"
"https://atelierdeconsultanta.ro/consultanta-fonduri-europene","200 direct","200 direct","https://atelierdeconsultanta.ro/consultanta-fonduri-europene [200]","https://atelierdeconsultanta.ro/consultanta-fonduri-europene","https://atelierdeconsultanta.ro/consultanta-fonduri-europene","index, follow","","yes","198","pagina canonica indexabila","Confirmat 200 direct, self-canonical, indexabil si prezent in sitemap cand este pagina HTML.","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/fonduri-europene","200 direct","200 direct","https://atelierdeconsultanta.ro/fonduri-europene [200]","https://atelierdeconsultanta.ro/fonduri-europene","https://atelierdeconsultanta.ro/fonduri-europene","index, follow","","yes","265","pagina canonica indexabila","Confirmat 200 direct, self-canonical, indexabil si prezent in sitemap cand este pagina HTML.","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/pnrr","200 direct","200 direct","https://atelierdeconsultanta.ro/pnrr [200]","https://atelierdeconsultanta.ro/pnrr","https://atelierdeconsultanta.ro/pnrr","index, follow","","yes","24","pagina canonica indexabila","Confirmat 200 direct, self-canonical, indexabil si prezent in sitemap cand este pagina HTML.","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/afir","200 direct","200 direct","https://atelierdeconsultanta.ro/afir [200]","https://atelierdeconsultanta.ro/afir","https://atelierdeconsultanta.ro/afir","index, follow","index, follow","yes","54","pagina canonica indexabila","Confirmat 200 direct, self-canonical, indexabil si prezent in sitemap cand este pagina HTML.","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/consultanta-afir","200 direct","200 direct","https://atelierdeconsultanta.ro/consultanta-afir [200]","https://atelierdeconsultanta.ro/consultanta-afir","https://atelierdeconsultanta.ro/consultanta-afir","index, follow","","yes","50","pagina canonica indexabila","Confirmat 200 direct, self-canonical, indexabil si prezent in sitemap cand este pagina HTML.","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/cat-costa-consultanta-fonduri-europene","200 direct","200 direct","https://atelierdeconsultanta.ro/cat-costa-consultanta-fonduri-europene [200]","https://atelierdeconsultanta.ro/cat-costa-consultanta-fonduri-europene","https://atelierdeconsultanta.ro/cat-costa-consultanta-fonduri-europene","index, follow","","yes","13","pagina canonica indexabila","Confirmat 200 direct, self-canonical, indexabil si prezent in sitemap cand este pagina HTML.","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/cum-alegi-consultant-fonduri-europene","200 direct","200 direct","https://atelierdeconsultanta.ro/cum-alegi-consultant-fonduri-europene [200]","https://atelierdeconsultanta.ro/cum-alegi-consultant-fonduri-europene","https://atelierdeconsultanta.ro/cum-alegi-consultant-fonduri-europene","index, follow","","yes","11","pagina canonica indexabila","Confirmat 200 direct, self-canonical, indexabil si prezent in sitemap cand este pagina HTML.","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/pro-infra","200 direct","200 direct","https://atelierdeconsultanta.ro/pro-infra [200]","https://atelierdeconsultanta.ro/pro-infra","https://atelierdeconsultanta.ro/pro-infra","index, follow","","yes","31","pagina canonica indexabila","Confirmat 200 direct, self-canonical, indexabil si prezent in sitemap cand este pagina HTML.","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/official-guides.json","200 direct","200 direct","https://atelierdeconsultanta.ro/official-guides.json [200]","https://atelierdeconsultanta.ro/official-guides.json","","","noindex, nofollow","no","3","resursa tehnica neindexabila","Pastrat 200 ca JSON si marcat noindex, nofollow prin _headers; exclus din sitemap.","PASS_TECHNICAL_NOINDEX"
"https://atelierdeconsultanta.ro/blog?post=blog-1","200 direct","200 direct","https://atelierdeconsultanta.ro/blog?post=blog-1 [200]","https://atelierdeconsultanta.ro/blog?post=blog-1","https://atelierdeconsultanta.ro/blog","index, follow","","no","0","pagina alternativa","Pastrat ca varianta query alternativa a hubului /blog; exclus din sitemap si curatat client-side pentru blog-1/2/3.","PASS_ALTERNATE_CANONICAL"
"https://atelierdeconsultanta.ro/blog?post=blog-2","200 direct","200 direct","https://atelierdeconsultanta.ro/blog?post=blog-2 [200]","https://atelierdeconsultanta.ro/blog?post=blog-2","https://atelierdeconsultanta.ro/blog","index, follow","","no","0","pagina alternativa","Pastrat ca varianta query alternativa a hubului /blog; exclus din sitemap si curatat client-side pentru blog-1/2/3.","PASS_ALTERNATE_CANONICAL"
"https://atelierdeconsultanta.ro/blog?post=blog-3","200 direct","200 direct","https://atelierdeconsultanta.ro/blog?post=blog-3 [200]","https://atelierdeconsultanta.ro/blog?post=blog-3","https://atelierdeconsultanta.ro/blog","index, follow","","no","0","pagina alternativa","Pastrat ca varianta query alternativa a hubului /blog; exclus din sitemap si curatat client-side pentru blog-1/2/3.","PASS_ALTERNATE_CANONICAL"
"https://atelierdeconsultanta.ro/intrebari/ce-documente-sunt-necesare-pentru-afir/","200 after 1 redirect(s)","200 after 1 redirect(s)","https://atelierdeconsultanta.ro/intrebari/ce-documente-sunt-necesare-pentru-afir/ -> https://atelierdeconsultanta.ro/afir [301] | https://atelierdeconsultanta.ro/afir [200]","https://atelierdeconsultanta.ro/afir","https://atelierdeconsultanta.ro/afir","index, follow","index, follow","yes","0","alias cu redirect","Pastrat 301 direct catre URL-ul canonic; alias exclus din sitemap si din linkurile interne normale.","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/intrebari/ce-documente-sunt-necesare-pentru-dr12/","200 after 1 redirect(s)","200 after 1 redirect(s)","https://atelierdeconsultanta.ro/intrebari/ce-documente-sunt-necesare-pentru-dr12/ -> https://atelierdeconsultanta.ro/intrebari/ce-documente-sunt-necesare-pentru-dr12 [301] | https://atelierdeconsultanta.ro/intrebari/ce-documente-sunt-necesare-pentru-dr12 [200]","https://atelierdeconsultanta.ro/intrebari/ce-documente-sunt-necesare-pentru-dr12","https://atelierdeconsultanta.ro/intrebari/ce-documente-sunt-necesare-pentru-dr12","index, follow","","yes","0","alias cu redirect","Pastrat 301 direct catre URL-ul canonic; alias exclus din sitemap si din linkurile interne normale.","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/intrebari/ce-documente-sunt-necesare-pentru-dr12","200 direct","200 direct","https://atelierdeconsultanta.ro/intrebari/ce-documente-sunt-necesare-pentru-dr12 [200]","https://atelierdeconsultanta.ro/intrebari/ce-documente-sunt-necesare-pentru-dr12","https://atelierdeconsultanta.ro/intrebari/ce-documente-sunt-necesare-pentru-dr12","index, follow","","yes","7","pagina canonica indexabila","Confirmat 200 direct, self-canonical, indexabil si prezent in sitemap cand este pagina HTML.","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/intrebari/cum-se-calculeaza-cofinantarea-la-fonduri-europene/","200 after 1 redirect(s)","200 after 1 redirect(s)","https://atelierdeconsultanta.ro/intrebari/cum-se-calculeaza-cofinantarea-la-fonduri-europene/ -> https://atelierdeconsultanta.ro/intrebari/cum-se-calculeaza-cofinantarea-la-fonduri-europene [301] | https://atelierdeconsultanta.ro/intrebari/cum-se-calculeaza-cofinantarea-la-fonduri-europene [200]","https://atelierdeconsultanta.ro/intrebari/cum-se-calculeaza-cofinantarea-la-fonduri-europene","https://atelierdeconsultanta.ro/intrebari/cum-se-calculeaza-cofinantarea-la-fonduri-europene","index, follow","","yes","0","alias cu redirect","Pastrat 301 direct catre URL-ul canonic; alias exclus din sitemap si din linkurile interne normale.","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/intrebari/cum-se-calculeaza-cofinantarea-la-fonduri-europene","200 direct","200 direct","https://atelierdeconsultanta.ro/intrebari/cum-se-calculeaza-cofinantarea-la-fonduri-europene [200]","https://atelierdeconsultanta.ro/intrebari/cum-se-calculeaza-cofinantarea-la-fonduri-europene","https://atelierdeconsultanta.ro/intrebari/cum-se-calculeaza-cofinantarea-la-fonduri-europene","index, follow","","yes","7","pagina canonica indexabila","Confirmat 200 direct, self-canonical, indexabil si prezent in sitemap cand este pagina HTML.","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/intrebari/ce-cheltuieli-sunt-eligibile-la-digitalizare-imm/","200 after 1 redirect(s)","200 after 1 redirect(s)","https://atelierdeconsultanta.ro/intrebari/ce-cheltuieli-sunt-eligibile-la-digitalizare-imm/ -> https://atelierdeconsultanta.ro/intrebari/ce-cheltuieli-sunt-eligibile-la-digitalizare-imm [301] | https://atelierdeconsultanta.ro/intrebari/ce-cheltuieli-sunt-eligibile-la-digitalizare-imm [200]","https://atelierdeconsultanta.ro/intrebari/ce-cheltuieli-sunt-eligibile-la-digitalizare-imm","https://atelierdeconsultanta.ro/intrebari/ce-cheltuieli-sunt-eligibile-la-digitalizare-imm","index, follow","","yes","0","alias cu redirect","Pastrat 301 direct catre URL-ul canonic; alias exclus din sitemap si din linkurile interne normale.","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/intrebari/ce-cheltuieli-sunt-eligibile-la-digitalizare-imm","200 direct","200 direct","https://atelierdeconsultanta.ro/intrebari/ce-cheltuieli-sunt-eligibile-la-digitalizare-imm [200]","https://atelierdeconsultanta.ro/intrebari/ce-cheltuieli-sunt-eligibile-la-digitalizare-imm","https://atelierdeconsultanta.ro/intrebari/ce-cheltuieli-sunt-eligibile-la-digitalizare-imm","index, follow","","yes","7","pagina canonica indexabila","Confirmat 200 direct, self-canonical, indexabil si prezent in sitemap cand este pagina HTML.","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale/","200 after 1 redirect(s)","200 after 1 redirect(s)","https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale/ -> https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale [301] | https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale [200]","https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale","https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale","index, follow","","yes","0","alias cu redirect","Pastrat 301 direct catre URL-ul canonic; alias exclus din sitemap si din linkurile interne normale.","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale","200 direct","200 direct","https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale [200]","https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale","https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale","index, follow","","yes","7","pagina canonica indexabila","Confirmat 200 direct, self-canonical, indexabil si prezent in sitemap cand este pagina HTML.","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice/","200 after 1 redirect(s)","200 after 1 redirect(s)","https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice/ -> https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice [301] | https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice [200]","https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice","https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice","index, follow","","yes","0","alias cu redirect","Pastrat 301 direct catre URL-ul canonic; alias exclus din sitemap si din linkurile interne normale.","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice","200 direct","200 direct","https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice [200]","https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice","https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice","index, follow","","yes","7","pagina canonica indexabila","Confirmat 200 direct, self-canonical, indexabil si prezent in sitemap cand este pagina HTML.","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante/","200 after 1 redirect(s)","200 after 1 redirect(s)","https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante/ -> https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante [301] | https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante [200]","https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante","https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante","index, follow","","yes","0","alias cu redirect","Pastrat 301 direct catre URL-ul canonic; alias exclus din sitemap si din linkurile interne normale.","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante","200 direct","200 direct","https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante [200]","https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante","https://atelierdeconsultanta.ro/fonduri-europene-caen/5610-restaurante","index, follow","","yes","7","pagina canonica indexabila","Confirmat 200 direct, self-canonical, indexabil si prezent in sitemap cand este pagina HTML.","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software/","200 after 1 redirect(s)","200 after 1 redirect(s)","https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software/ -> https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software [301] | https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software [200]","https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software","https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software","index, follow","","yes","0","alias cu redirect","Pastrat 301 direct catre URL-ul canonic; alias exclus din sitemap si din linkurile interne normale.","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software","200 direct","200 direct","https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software [200]","https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software","https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software","index, follow","","yes","7","pagina canonica indexabila","Confirmat 200 direct, self-canonical, indexabil si prezent in sitemap cand este pagina HTML.","PASS_CANONICAL_200"
"https://atelierdeconsultanta.ro/fonduri-europene-iasi","200 after 1 redirect(s)","200 after 1 redirect(s)","https://atelierdeconsultanta.ro/fonduri-europene-iasi -> https://atelierdeconsultanta.ro/fonduri-europene-nord-est [301] | https://atelierdeconsultanta.ro/fonduri-europene-nord-est [200]","https://atelierdeconsultanta.ro/fonduri-europene-nord-est","https://atelierdeconsultanta.ro/fonduri-europene-nord-est","index, follow","","yes","0","alias cu redirect","Pastrat 301 direct catre URL-ul canonic; alias exclus din sitemap si din linkurile interne normale.","PASS_REDIRECT_TO_CANONICAL"
"https://atelierdeconsultanta.ro/consultanta-fonduri-europene-bacau","200 after 1 redirect(s)","200 after 1 redirect(s)","https://atelierdeconsultanta.ro/consultanta-fonduri-europene-bacau -> https://atelierdeconsultanta.ro/fonduri-europene-nord-est [301] | https://atelierdeconsultanta.ro/fonduri-europene-nord-est [200]","https://atelierdeconsultanta.ro/fonduri-europene-nord-est","https://atelierdeconsultanta.ro/fonduri-europene-nord-est","index, follow","","yes","0","alias cu redirect","Pastrat 301 direct catre URL-ul canonic; alias exclus din sitemap si din linkurile interne normale.","PASS_REDIRECT_TO_CANONICAL"
